permno,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,MKTCAPDAY0,ADJPRCDAY0
81061,30521,11,100,MCK,MCKESSON H B O C INC,MCK,424210,N,A,R,0,0,1,5122,9,372,1,0,1994-12-01,2024-12-31,1994-12-01,2024-12-31,1994-12-01,2024-12-31,33332004.14913,147.42999
81481,13603,11,100,DLTR,DOLLAR TREE INC,DLTR,455219,Q,A,R,60013459,18393,3,5331,5,250,1,1917,1995-03-07,2024-12-31,1995-03-07,2024-12-31,1995-03-07,2024-12-31,18260773.75,77.45
81540,13650,11,100,COR,CENCORA INC,COR,424210,N,A,R,60013505,18448,1,5122,9,360,1,19,1995-04-04,2024-12-31,1995-04-04,2024-12-31,1995-04-04,2024-12-31,18182461.0,82.61
81593,5849,11,100,COOP,MR COOPER GROUP INC,COOP,522292,Q,A,R,60075363,76220,3,6035,14,285,1,688,1983-03-11,2024-12-31,1983-03-11,2024-12-31,1983-03-11,2024-12-31,319890.55000000005,18.6000744002976
81655,30886,11,100,DRI,DARDEN RESTAURANTS INC,DRI,722511,N,A,R,0,0,1,5812,4,362,1,0,1995-05-30,2024-12-31,1995-05-30,2024-12-31,1995-05-30,2024-12-31,8869216.86,72.06
81677,30913,11,100,WAB,WABTEC CORP,WAB,336510,N,A,R,0,0,1,3743,6,363,1,0,1995-06-16,2024-12-31,1995-06-16,2024-12-31,1995-06-16,2024-12-31,7483913.46,84.02
81736,13753,11,100,RMD,RESMED INC,RMD,339112,N,A,R,60013607,18572,1,3841,8,329,1,276,1995-06-02,2024-12-31,1995-06-02,2024-12-31,1995-06-02,2024-12-31,8732843.700000001,61.95
81774,20763,11,100,FCX,FREEPORT MCMORAN INC,FCX,212230,N,A,R,0,0,1,1021,9,364,1,0,1995-07-31,2024-12-31,1995-07-31,2024-12-31,1995-07-31,2024-12-31,18764060.64,13.78
82107,2253,11,100,WABC,WESTAMERICA BANCORPORATION,WABC,522110,Q,A,R,60012890,17593,3,6020,9,313,1,1705,1976-10-15,2024-12-31,1976-10-15,2024-12-31,1976-10-15,2024-12-31,1636027.05,63.15
82307,30975,11,100,DVA,DAVITA INC,DVA,621492,N,A,R,0,0,1,8092,9,364,1,0,1995-10-31,2024-12-31,1995-10-31,2024-12-31,1995-10-31,2024-12-31,13068640.020000001,65.09
82486,14013,11,100,ERIE,ERIE INDEMNITY CO,ERIE,524210,Q,A,R,70018394,18899,3,6410,3,224,1,2138,1995-10-02,2024-12-31,1995-10-02,2024-12-31,1995-10-02,2024-12-31,5169934.7700000005,111.93
82515,14046,11,100,POOL,POOL CORP,POOL,423910,Q,A,R,60013897,18936,3,5090,6,248,1,1816,1995-10-13,2024-12-31,1995-10-13,2024-12-31,1995-10-13,2024-12-31,4299657.6,104.64
82581,14098,11,100,HSIC,SCHEIN HENRY INC,HSIC,423450,Q,A,R,60013947,19005,3,5047,4,244,1,1698,1995-11-03,2024-12-31,1995-11-03,2024-12-31,1995-11-03,2024-12-31,9693124.477695255,61.037520482193706
82598,14152,11,100,NTAP,NETAPP INC,NTAP,334112,Q,A,R,60014000,19072,3,3572,3,240,1,1988,1995-11-21,2024-12-31,1995-11-21,2024-12-31,1995-11-21,2024-12-31,9912220.76,35.57
82621,14097,11,100,MLSS,MILESTONE SCIENTIFIC INC,MLSS,339114,A,A,R,60013946,19004,2,3843,10,233,1,102,1995-11-07,2024-12-31,1995-11-07,2024-12-31,1995-11-07,2024-12-31,39093.6,1.3
82642,31196,11,100,EL,LAUDER ESTEE COS INC,EL,325620,N,A,R,0,0,1,2844,7,360,1,0,1995-11-17,2024-12-31,1995-11-17,2024-12-31,1995-11-17,2024-12-31,17188835.07,77.33
82651,31208,11,100,WAT,WATERS CORP,WAT,334516,N,A,R,0,0,1,3826,6,359,1,0,1995-11-17,2024-12-31,1995-11-17,2024-12-31,1995-11-17,2024-12-31,10993255.73422,136.42999
82775,31386,11,100,HIG,HARTFORD FINANCIAL SVCS GRP INC,HIG,524126,N,A,R,0,0,1,6331,9,361,1,0,1995-12-20,2024-12-31,1995-12-20,2024-12-31,1995-12-20,2024-12-31,18036798.5,47.75
83011,6149,11,100,WSM,WILLIAMS SONOMA INC,WSM,449129,N,A,R,60006126,7692,1,5719,7,391,1,338,1983-07-07,2024-12-31,1983-07-07,2024-12-31,1983-07-07,2024-12-31,4346620.08,24.74
83597,31661,11,100,FDS,FACTSET RESEARCH SYSTEMS INC,FDS,518210,N,A,R,0,0,1,7374,8,354,1,0,1996-06-28,2024-12-31,1996-06-28,2024-12-31,1996-06-28,2024-12-31,6556057.999999999,165.14
83601,5009,11,100,WOR,WORTHINGTON ENTERPRISES INC,WOR,331221,N,A,R,60005008,6309,1,3316,10,400,1,528,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1980840.452641417,31.6620385000706
83621,14744,11,100,ANSS,ANSYS INC,ANSS,513210,Q,A,R,60014586,19779,3,7370,3,241,1,1717,1996-06-20,2024-12-31,1996-06-20,2024-12-31,1996-06-20,2024-12-31,7998974.8,93.35
83976,22200,11,100,ANF,ABERCROMBIE & FITCH CO,ANF,458110,N,A,R,0,0,1,5611,5,346,1,0,1996-09-26,2024-12-31,1996-09-26,2024-12-31,1996-09-26,2024-12-31,819544.25,12.11
84032,31769,11,100,NOV,N O V INC,NOV,333996,N,A,R,0,0,1,3594,6,350,1,0,1996-10-29,2024-12-31,1996-10-29,2024-12-31,1996-10-29,2024-12-31,14280232.040000001,37.81
84129,5057,11,100,ZION,ZIONS BANCORPORATION N A,ZION,522110,Q,A,R,60005056,6371,3,6021,6,316,1,1805,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,8769210.3,43.18
84176,31806,11,100,SSP,E W SCRIPPS CO,SSP,516210,Q,A,R,60020146,26972,3,2711,9,296,1,121,1996-11-14,2024-12-31,1996-11-14,2024-12-31,1996-11-14,2024-12-31,1380269.25,19.45
84262,15171,11,100,STLD,STEEL DYNAMICS INC,STLD,331110,Q,A,R,60015010,20297,3,3310,5,237,1,1755,1996-11-22,2024-12-31,1996-11-22,2024-12-31,1996-11-22,2024-12-31,8827454.85,36.21
84373,31838,11,100,DGX,QUEST DIAGNOSTICS INC,DGX,621511,N,A,R,0,0,1,8071,3,343,1,0,1997-01-14,2024-12-31,1997-01-14,2024-12-31,1997-01-14,2024-12-31,12817268.0,92.45
84381,31847,11,100,ROK,ROCKWELL AUTOMATION INC,ROK,335312,N,A,R,0,0,1,3621,10,350,1,0,1996-12-16,2024-12-31,1996-12-16,2024-12-31,1996-12-16,2024-12-31,17833421.67276,138.53999
84387,31894,11,100,CMT,CORE MOLDING TECHNOLOGIES INC,CMT,326199,A,A,R,0,0,2,3089,9,346,1,0,1997-01-02,2024-12-31,1997-01-02,2024-12-31,1997-01-02,2024-12-31,129096.87,16.57
84519,15321,11,100,CIEN,CIENA CORP,CIEN,334210,N,A,R,60015159,20499,1,3661,9,276,1,1554,1997-02-07,2024-12-31,1997-02-07,2024-12-31,1997-02-07,2024-12-31,3429483.4,24.43
84761,15436,11,100,TTWO,TAKE TWO INTERACTIVE SOFTWR INC,TTWO,541511,Q,A,R,60015268,20661,3,7370,7,245,1,1854,1997-04-15,2024-12-31,1997-04-15,2024-12-31,1997-04-15,2024-12-31,4961277.56,49.22
84769,31967,11,100,APH,AMPHENOL CORP NEW,APH,334417,N,A,R,0,0,1,3678,3,342,1,0,1997-05-20,2024-12-31,1997-05-20,2024-12-31,1997-05-20,2024-12-31,20800671.540000003,16.8575
84788,15473,11,100,AMZN,AMAZON COM INC,AMZN,459999,Q,A,R,60015310,20733,3,7370,5,239,1,2015,1997-05-15,2024-12-31,1997-05-15,2024-12-31,1997-05-15,2024-12-31,359500580.46,37.683499
85035,15506,11,100,QRVO,QORVO INC,QRVO,334413,Q,A,R,2003969,75199,3,3670,5,240,1,2011,1997-06-03,2024-12-31,1997-06-03,2024-12-31,1997-06-03,2024-12-31,6682909.899999999,52.9
85072,32009,11,100,RL,RALPH LAUREN CORP,RL,315250,N,A,R,0,0,1,2321,10,339,1,0,1997-06-12,2024-12-31,1997-06-12,2024-12-31,1997-06-12,2024-12-31,5103828.45,90.63
85257,32054,11,100,AME,AMETEK INC NEW,AME,334513,N,A,R,0,0,1,3823,4,338,1,0,1997-08-08,2024-12-31,1997-08-08,2024-12-31,1997-08-08,2024-12-31,11391083.04,49.22
85269,32066,11,100,VLO,VALERO ENERGY CORP NEW,VLO,324110,N,A,R,0,0,1,2911,3,335,1,0,1997-08-12,2024-12-31,1997-08-12,2024-12-31,1997-08-12,2024-12-31,31876669.3,70.42
85348,32093,11,100,YUM,YUM BRANDS INC,YUM,722511,N,A,R,0,0,1,5812,6,336,1,0,1997-10-07,2024-12-31,1997-10-07,2024-12-31,1997-10-07,2024-12-31,23198449.26,63.21
85459,15758,11,100,CHRW,CH ROBINSON WORLDWIDE INC,CHRW,488510,Q,A,R,60015595,21115,3,4731,6,256,1,1533,1997-10-15,2024-12-31,1997-10-15,2024-12-31,1997-10-15,2024-12-31,10290645.299999999,72.85
85593,32136,11,100,AMG,AFFILIATED MANAGERS GROUP INC,AMG,523150,N,A,R,0,0,1,6282,8,335,1,0,1997-11-21,2024-12-31,1997-11-21,2024-12-31,1997-11-21,2024-12-31,7991769.881829999,145.78999
85621,32158,11,100,MTD,METTLER TOLEDO INTERNATIONAL INC,MTD,333998,N,A,R,0,0,1,3596,6,333,1,0,1997-11-14,2024-12-31,1997-11-14,2024-12-31,1997-11-14,2024-12-31,11080774.86236,422.35001
85631,7623,11,100,ADSK,AUTODESK INC,ADSK,513210,Q,A,R,60007579,9925,3,7370,4,297,1,2144,1985-06-28,2024-12-31,1985-06-28,2024-12-31,1985-06-28,2024-12-31,16954316.080000002,76.18
85663,32191,11,100,URI,UNITED RENTALS INC,URI,532490,N,A,R,0,0,1,7359,7,330,1,0,1997-12-18,2024-12-31,1997-12-18,2024-12-31,1997-12-18,2024-12-31,9206525.44,109.31
85753,15940,11,100,VRSN,VERISIGN INC,VRSN,541511,Q,A,R,60015774,21351,3,7372,6,226,1,1877,1998-01-30,2024-12-31,1998-01-30,2024-12-31,1998-01-30,2024-12-31,7969965.21,77.31
85792,34660,11,100,PWR,QUANTA SERVICES INC,PWR,238210,N,A,R,0,0,1,1731,4,329,1,0,1998-02-12,2024-12-31,1998-02-12,2024-12-31,1998-02-12,2024-12-31,5050639.159999999,34.91
